책 이름,작가,장르,ISBN,책 소개
호모 데우스,유발 하라리,"국내도서
 > 
인문
 > 
인문학일반
 > 
인문교양",9.78893E+12,"출간 7주년·80쇄·55만부 기념유발 하라리 특별 서문 수록“평화와 번영의 시대가 이렇게 빨리 끝날 거라고는 예상하지 못했다”《사피엔스》는 우리가 어디에서 왔는지 알려주고《호모 데우스》는 우리가 어디로 가는지 알려준다!“도발적이다! 천재 사상가의 문제작.” (뉴욕타임스)
‘천재 사상가’(뉴욕타임스) 유발 하라리의 문제작 《호모 데우스》. 대표작 《사피엔스》와 더불어 인문교양 분야의 트렌드를 주도하며 2023년 1월 기준 ‘80쇄 발행·55만부 판매’라는 기록적인 성적을 거두고 있다. 전 세계적으로는 50개 국어로 출간되어 1,000만부 이상 팔려 글로벌 베스트셀러로 자리매김한 지 오래다.책 서두에는 어느 때보다 어려운 상황을 맞고 있는 현재 인류에게 필요한 것이 무엇인지 제언하는 특별 서문이 수록되었다. 기후위기와 코로나 팬데믹, 미·중 패권 경쟁과 러시아의 우크라이나 침공, 기술혁신의 명암과 날로 심해지는 양극화, 그리고 세계 곳곳에서 목격되는 민주주의 붕괴와 장기 경기침체 조짐까지. 난국을 헤쳐나가기 위해 무엇을 해야 할까? 위기 상황을 헤쳐나가기 위해 동료 사피엔스에게 전하는 호소가 특별 서문에 담겨 있다."
대한민국 역사교과서 1,대한민국 역사교과서 편찬위원회,"국내도서
 > 
역사/문화
 > 
역사일반
 > 
역사이야기",9.79119E+12,"현재 대한민국 학생들은 검인정 역사 교과서를 통해 역사를 배우고 있다. 검인정교과서는 특정 출판사가 학자들과 교사들이 같이 편찬한 교과서를 출판하면 정부에서 합격·불합격 여부를 심사해서 합격한 교과서를 말한다. 따라서 국가가 제시한 집필 기준에 따르지 않으면 탈락하기 때문에 그 틀에서 벗어날 수 없다.《대한민국 역사교과서》는 국가의 검열 과정이 없는 자유발행제 역사 교과서로 자유발행제 교과서는 학자들과 교사들이 검열 과정이 없이 학문의 다양성에 바탕을 두고 자유롭게 편찬하는 교과서를 말한다. 현재 대부분의 OECD 국가에서 자유발행제 체제를 따르고 있다. 자유발행제 교과서는 검인정교과서보다 학생들에게 다양한 사고방식을 키워준다는 점에서 바람직한 체제인 것은 두말할 필요가 없다.역사 교과서는 체제보다 그 내용이 중요한데, 《대한민국 역사교과서》의 내용은 대내적으로 민족 자주사관, 대외적으로 평화·공존 사관의 관점으로 서술하였다. 서술 체계는 구석기부터 현대에 이르기까지 민족사의 발전 과정을 고르게 서술하였고, 서술 분량은 구석기부터 현대까지 각 단원을 고르게 서술하여 일관된 관점을 가지도록 하였다. 서술 특징으로는 각 시기가 모두 우리와 밀접한 관련이 있는 것으로 서술하였다."
대한민국 역사교과서 2,대한민국 역사교과서 편찬위원회,"국내도서
 > 
역사/문화
 > 
역사일반
 > 
역사이야기",9.79119E+12,"현재 대한민국 학생들은 검인정 역사 교과서를 통해 역사를 배우고 있다. 검인정교과서는 특정 출판사가 학자들과 교사들이 같이 편찬한 교과서를 출판하면 정부에서 합격·불합격 여부를 심사해서 합격한 교과서를 말한다. 따라서 국가가 제시한 집필 기준에 따르지 않으면 탈락하기 때문에 그 틀에서 벗어날 수 없다.《대한민국 역사교과서》는 국가의 검열 과정이 없는 자유발행제 역사 교과서로 자유발행제 교과서는 학자들과 교사들이 검열 과정이 없이 학문의 다양성에 바탕을 두고 자유롭게 편찬하는 교과서를 말한다. 현재 대부분의 OECD 국가에서 자유발행제 체제를 따르고 있다. 자유발행제 교과서는 검인정교과서보다 학생들에게 다양한 사고방식을 키워준다는 점에서 바람직한 체제인 것은 두말할 필요가 없다.역사 교과서는 체제보다 그 내용이 중요한데, 《대한민국 역사교과서》의 내용은 대내적으로 민족 자주사관, 대외적으로 평화·공존 사관의 관점으로 서술하였다. 서술 체계는 구석기부터 현대에 이르기까지 민족사의 발전 과정을 고르게 서술하였고, 서술 분량은 구석기부터 현대까지 각 단원을 고르게 서술하여 일관된 관점을 가지도록 하였다. 서술 특징으로는 각 시기가 모두 우리와 밀접한 관련이 있는 것으로 서술하였다"
사라진 시간과 만나는 법,강인욱,"국내도서
 > 
역사/문화
 > 
역사일반
 > 
고고학",9.78893E+12,"광대한 시간을 뛰어넘어 망각으로부터 건져올린 삶의 숨결과거를 꿈꾸며 오늘을 살아가는 고고학으로의 초대!
가깝고도 멀게 느껴지는 고고학이라는 학문을 소개하는 데 앞장서왔던 강인욱 교수가 이번에는 황금과 보물, 혹은 외계인으로는 설명할 수 없는 진짜 고고학 이야기를 들려준다. 신간 《사라진 시간과 만나는 법》은 일반인도 함께 읽을 수 있는 고고학에 대한 개론서이자 가장 친절한 안내서로, 유물과 유적을 소개하는 데 그치지 않고 고고학을 잘 몰랐던 일반 독자들도 쉽게 이해할 수 있도록 전문용어와 기술적인 내용은 최대한 자제하고 고고학이라는 학문이 무엇인지를 느끼고 이해할 수 있게 구성했다.저자가 말하는 고고학의 본질은 시간 여행이다. 문헌을 중심으로 과거를 파악하는 역사학과 달리 고고학은 실제로 과거 사람들이 사용했던 유적과 유물을 발굴하고 조사하면서 과거의 삶 속으로 끌려들어 간다. 호모 에렉투스가 썼던 돌도끼, 처음으로 쌀농사를 지었던 송국리의 사람들이 남긴 쌀알, 유목전사들에게 신탁을 내렸던 샤먼의 미라를 통해 잠들어 있던 과거의 삶과 마주한다. 파편이 되어서 침묵하고 있는 유물에 끊임없이 질문하고 답을 얻는 과정을 거쳐 유물 속에 숨겨진 인간의 모습을 밝히고 그들이 기후와 환경에 적응해서 살았음을 밝히는 것, 바로 ‘살아 있음’을 밝히는 것이 고고학의 목적이다. 그렇게 남아 있는 유물을 통해서 우리와 똑같은 사람으로 살았던 과거의 이야기를 구성하는 과정이 바로 고고학인 것이다. 그렇기에 고고학자는 열악한 발굴 현장에서 풍토병과 모기에 시달리면서도, 강물에 빨래를 하고, 도끼로 장작을 패는 고생하면서도 땅을 파는 숙명을 포기할 수 없는 것이다. 저자의 체험과 유물에 숨겨진 이야기들을 읽다 보면 어느새 고고학자가 왜 황금보다 화장실 발굴에 더 열광하는지 알게 되면서 고고학만의 매력과 즐거움에 흠뻑 빠져들게 된다. 저자는 유물에 얽힌 옛이야기와 역사를 들려주는 데 그치지 않고 과거의 유적과 유물을 발굴하는 고고학이라는 학문이 어떻게 현재를 반추하게 하고, 우리의 삶과 맞닿을 수 있는지 보여준다. 발굴에서 보존까지 처음 만나는 고고학의 세계를 밀착해서 보여주는 이 책을 통해 독자는 살아 숨 쉬는 고고학의 숨결을 생생하게 느낄 것이다."
역사의 오류를 읽는 방법,오항녕,"국내도서
 > 
역사/문화
 > 
역사일반
 > 
역사이야기",9.78893E+12,"건강한 역사적 사고를 위한 오항녕의 역사 문해력 특강할리우드 영화 〈300〉부터 조선왕조실록까지,헤로도토스의 《역사》부터 유지기의 《사통(史通)》까지
역사가는 어떻게 역사를 기록하고, 어떤 오류를 범하며, 그럼에도 역사는 어떻게 믿을 만해지는가?역사는 어떻게 만들어지고, 누가 쓰며, 역사가는 어떤 오류들을 범할까? 대표적인 조선사 연구자 오항녕 교수가 동서양의 문헌, 대중문화를 넘나들며 역사기록과 서술, 해석에서 나타날 수 있는 실수와 왜곡을 다양한 사례와 비유로 설명한다. 사소하게는 글자를 잘못 읽어서, 때로는 무의식적인 편견 때문에, 드물게는 역사기록을 바로잡는다면서 엉뚱하게 고치는 바람에 역사가도 틀린다. 역사탐구가 어려운 이유는 시대와 상황을 온전히 담아내는 기록이란 애초에 불가능하고, 기록의 주체 역시 불완전한 기억을 지닌 ‘인간’이기 때문이다. 그러나 저자는 이런 역사의 빈틈과 오류의 한계를 거꾸로 우리 역사공부의 출발점으로 삼자고 제안한다. 텍스트를 비판적으로 검토하고 합리적으로 추론할 수 있는 눈을 키움으로써, 역사학을 둘러싼 막연한 불신과 냉소를 물리치자는 것. 그리하여 독자들은 ‘역사의 오류’를 찾는 데서 시작한 우리의 여정이 진실에 다가서기 위해 분투했던 앞선 역사가들의 ‘숭고한 여정’과 맞닿아 있음을 깨닫게 될 것이다."
위대한 인도,한상호,"국내도서
 > 
인문
 > 
인문학일반
 > 
인문교양",9.79114E+12,"EBS 창사 특집 3부작 다큐멘터리 〈위대한 인도〉를 책으로 만나다!PD 한상호 × 인도학자 강성용 × 뇌과학자 김대식역사와 과학의 경계를 넘나들며, 400여 장의 화보를 통해 인도 문명의 정수를 탐구하다!
알면 알수록 답보다 질문이 더 많이 생기는 나라 ‘인도’. 세계 1위 인구 대국이자 인종, 종교, 언어, 문화가 신비로운 나라 ‘인도’에 대해 우리는 얼마나 알고 있을까? 〈문자〉 〈점박이, 한반도의 공룡〉 감독 EBS 한상호 PD는 이 질문에 답하기 위해 〈위대한 인도〉 다큐 프로젝트에 돌입했고, 이를 이끌 2명의 전문가를 인도로 초대했다. 바로 과학의 눈으로 문화예술을 탐구하는 뇌과학자 김대식 교수와 국내 인도 최고 권위자 강성용 교수.인도 곳곳 역사의 현장을 찾아다니며 김대식 교수는 첨단 과학의 시대에 고대 문명의 대표격인 인도를 왜 주목해야 하는지, 오늘날 인도 역사로부터 우리가 얻을 수 있는 통찰은 무엇인지 질문을 던진다. 그리고 인도학자 강성용 교수가 장엄한 인도 문명사를 톺아보며 인도의 문화, 사회, 경제 발전이 세계사에 어떤 영향을 미쳐왔는지, 앞으로 어떤 영향을 미칠 것인지, 오늘날 인도를 이해하기 위한 해답을 제시한다.EBS 창사 특집 3부작 다큐멘터리로 기획된 〈위대한 인도〉는 제작에 국내 최초로 생성형 AI 기술이 활용되었으며, 1년 6개월이라는 긴 시간을 거쳤다. 2024년 6월 24일부터 7월 1일까지 방영된 다큐멘터리는 인도의 심장으로 불리는 도시 ‘델리’, 갠지스의 땅 ‘바라나시’, 대항해 시대를 연 개항 도시 ‘뭄바이’, 간디의 땅 ‘구자라트’ 등 인도의 주요 도시를 넘나들면서 인도 문명의 ‘정수’를 찾는다. 본 책에는 방송에는 미처 담지 못한 자세한 해설은 물론 생생한 현장 사진 400여 장을 수록했다. 『위대한 인도』는 인더스 문명부터 무굴제국, 인도제국 그리고 독립에 이르기까지, 장엄하고 거대한 인도 문명사를 촘촘하게 이어 오늘날 인도를 이해하는 통찰로 인도한다."
그들은 왜 최후의 승자가 되지 못했나,한순구,"국내도서
 > 
역사/문화
 > 
역사일반
 > 
역사이야기",9.78898E+12,"경제학자의 특별한 역사수업항우부터 고르바초프까지 게임이론으로 다시 읽는 13가지 역사적 사건
여기 유명한 패배자들이 있다. 이들은 역사에 굵직한 발자취를 남겼으나 여러 이유로 최후의 승리자는 되지 못했다. 누군가는 잘못된 선택을 했고, 누군가는 충격적인 배신을 당했다. 상대도 안 된다 여겼던 약자에게 졌고, 최선을 다했으나 패하기도 했다. 대부분 출중한 능력을 인정받은 탁월한 인물들이기에 그 이유가 더욱 궁금하다. 한순구 교수가 게임이론을 적용하여 그들이 어떤 선택을 했어야 하는지 분석한다. 이들이 게임이론을 알았다면 역사는 바뀌었을까? 역사에 가정은 없다지만 상상해보는 재미가 쏠쏠하다. 흥미로운 것은 선택과 결단 앞에 서 있던 역사 속 인물들의 고뇌가 오래전의 일만은 아니라는 것이다. 역사 속 인물들의 고민과 저자가 건네는 조언은 오늘날의 조직 생활에도 맞아떨어진다. 역사를 읽는 재미 속에 게임이론을 배우고 전략적 사고법도 얻어갈 수 있는 책이다."
세계 끝의 버섯,애나 로웬하웁트 칭,"국내도서
 > 
인문
 > 
인문학일반
 > 
인문교양",9.78897E+12,"21세기 최전선의 사상가 애나 칭의 대표작 『세계 끝의 버섯』!국내 처음 소개되는 인류학의 기념비적인 작품.“우리가 자본주의의 폐허에서 살아남아야 한다면, 이 책이 필요하다”
생태적이고 경제적인 붕괴 속에서도 살아가야 하는 우리에게죽지 않는 존재, 그러나 혼자서는 살아갈 수 없는 ‘버섯’이 안내하는 불안정한 생존과 이상한 신세계
☞선정 및 수상내역빅터 터너상 2016년 수상 그레고리 베이트슨상 2016년 수상 노던 캘리포니아 도서상 2016년 최종 후보작 『커커스 리뷰』 자연 및 여행 분야 2015년 최고의 책 『커커스 리뷰』 과학 분야 2015년 최고의 책 『플레이버와이어』 2015년 베스트 10 학술서 『타임스』 2015년 최고의 책"
세상 모든 것의 기원,강인욱,"국내도서
 > 
역사/문화
 > 
역사일반
 > 
고고학",9.78897E+12,"한국 고고학의 대중화에 앞장서 온 강인욱 교수,인류 삶의 다양한 ‘기원’을 찾아 떠나는시공을 초월한 지적 여정으로 우리를 초대하다!
흔히 고고학이라고 하면 영화 〈인디아나 존스〉에 나오는 스릴 넘치는 모험의 장면을 떠올린다. 어떤 이들은 고고학을 지금 우리의 삶과는 멀리 떨어진 시대를 연구하는, 현실과 다소 유리된 학문으로 바라보기도 한다. 하지만 두 가지 생각 모두 고고학의 본질과는 거리가 먼 세간의 오해와 편견이 빚어낸 것이다.고고학은 현장에서 발굴한, 때로는 형태가 온전치 않은 유물들이 들려주는 이야기에 신중히 귀를 기울여 고대인들의 생활상과 문화를 복원함으로써 기록으로 남아 있지 않은 인류 역사의 여백을 차츰차츰 메워가는 학문이다. 이와 같은 고고학자들의 발굴과 연구 덕분에 옛사람들의 삶과 지금 여기를 사는 우리의 삶은 별개의 것이 아닌, 하나의 흐름으로 이어진다. 지금 우리가 먹고, 마시고, 입고, 즐기는 모든 것은 그것을 처음 만들거나 발견해서 사용한 누군가가 있었기에 가능한 일이다. ‘세상 모든 것의 기원’이라는 제목에서도 짐작할 수 있듯이, 이 책에서는 우리가 일상에서 접하고 누리는 사물, 문화의 기원과 내력을 발굴 현장의 최전선을 누벼온 고고학자의 시선에서 쉽고 흥미롭게 전달한다. 술과 음식과 같은 의식주에서부터 놀이와 여행 등 유희의 역사, 황금과 실크 등 진귀한 물건들을 탐하고 영생을 꿈꿨던 인간의 욕망에 이르기까지 ‘기원’에 대한 다양한 갈래의 이야기들이 담겨 있다. 이 책을 마주한 독자들은 과거와 현재, 삶과 죽음, 번영과 몰락의 경계를 종횡무진하며 희로애락의 인간사를 이해하는 지적인 여정의 즐거움을 체험하게 될 것이다."
투자의 진화,세바스찬 말라비,"국내도서
 > 
경제/경영
 > 
경제이론
 > 
세계경제/국제경제",9.79117E+12,"애플, 구글, 페이스북, 알리바바 등 지금의 글로벌 기업을 탄생시킨,벤처투자자들의 비밀을 알고 싶다면 읽어야 할 단 한 권!
기술이나 아이디어를 가지고 창업을 했다고 해서, 그 기업이 살아남을 수는 없다. 무엇보다 필요한 것은 기업을 유지하고 발전시킬 자금이다. 벤처투자자들은 창업가들에게 필요한 자금을 지원해 그들이 새로운 세계를 만들어내도록 돕는다. 애플, 구글, 페이스북, 알리바바 등 지금의 글로벌 기업의 시작에도 벤처투자자들이 있었다. 그렇다면 벤처투자는 어떻게 시작되었고, 어떤 과정을 거쳐 지금의 글로벌 기업들을 탄생시켰을까? 퓰리처상 최종후보에 2차례 오르며, 뛰어난 조사 능력과 글쓰기 실력을 자랑하는 세바스찬 말라비는 벤처캐피털 업계, 실리콘밸리 전체, 더 넓게는 기술 분야, 더 나아가는 전 세계를 움직인 투자가 어떤 좌절과 실패를 거쳐 지금의 형태로 진화해왔는지를 생생한 스토리로 보여준다. 20세기 중반 벤처투자의 시작부터 전 세계 경제를 뒤흔드는 지금의 모습까지, 이 책을 따라가다 보면 벤처투자자들의 사고방식과 그들이 어떻게 투자하는지, 그리고 이들이 세상을 얼마나 바꾸었는지까지 알게 될 것이다."
역사를 보다,박현도,"국내도서
 > 
역사/문화
 > 
세계사
 > 
교양세계사",9.79117E+12,"“역사의 변곡점에서 펼쳐진 놀라운 이야기들!”당신의 교양에 날개를 달아줄역사 속 결정적 순간의 재발견
구독자 195만, 누적 9억 2천만 뷰를 자랑하는 대한민국 대표 지식 채널 보다(BODA)의 초인기 시리즈 ‘역사를 보다’를 단행본으로 출간했다. 아르바이트와 임신 테스트기도 있었다는 고대 이집트, 중동 역사에서 가장 강력했던 군대 예니체리, 조선에 가보고 싶었다던 나폴레옹, 역사학자가 야사와 음모론을 대하는 방식까지 이집트·중동·유라시아를 오가며 알 듯 모를 듯한 역사적 궁금증을 속 시원히 풀어준다. 방대하기 이를 데 없는 자료를 박학다식한 권위자들이 재밌고 알기 쉽게 스토리텔링하여 전한다. 옛사람들의 지혜를 전하는 따뜻한 시선이 곁들여 있다. 『역사를 보다』는 역사와 교양, 지식을 오롯이 담은 최고의 역사 교양서다. 영상에서 미처 다루지 못한 부분을 채우고 정확하지 않은 표현을 수정하고 적재적소에 사진을 배치했으며 스토리텔링까지 가미해 영상보다 더 직관적으로 또 알기 쉽게 독자분들께 다가가려 했다. 영상과는 또 다른 매력으로 중무장한 책을 기대해도 좋을 것이다."
항복의 길,에번 토머스,"국내도서
 > 
역사/문화
 > 
세계사
 > 
세계사이야기",9.78897E+12,"제2차 세계대전 종전을 향한 긴박한 소용돌이 속핵폭탄 투하 결정과 일본의 항복까지인류의 역사를 바꾼 세 남자의 결단!
1945년 8월 6일 오전 8시 15분 15초, 핵폭탄 리틀 보이가 B-29 폭격기에서 떨어진다. 43초 후 폭격기의 조종석은 앞이 보이지 않을 정도로 밝은 빛으로 가득해지고, 아래쪽에서는 히로시마가 타르 양동이처럼 검게 끓어오른다. 폭탄이 폭발하자마자 약 7만 명이 즉사한다. 인간 지성의 결정체가 만든 최악의 무기, 핵폭탄이 투하된 최초의 순간이었다.영화 「오펜하이머」가 핵폭탄의 탄생 과정을 조명했다면, 책 『항복의 길』은 그후 이 파멸의 무기가 실질적으로 어떻게 활용되었는지, 즉 제2차 세계대전의 종전을 어떻게 이끌어냈는지를 깊이 있게 다루며 일본의 항복을 이해하는 데에 새로운 차원을 더한다. 내셔널 퍼블릭 라디오가 2023년 올해 최고의 책으로 선정한 이 책에는 핵폭탄이 일본에 투하되기 전후, 제2차 세계대전의 지옥과도 같았던 마지막 몇 주일이 무시무시할 정도로 생생하게 담겨 있다. 더 많은 사람들을 살리기 위해서는 강력한 무기로 많은 사람들을 죽여야 한다는 도덕적 딜레마에 고뇌하던 미국인들과, 굴욕적인 패배가 확실시되었음에도 불구하고 무조건 항복을 권고하는 포츠담 선언을 묵살하면서 어떻게든 천황제를 보존하려던 일본인들의 외적, 내적 갈등이 적나라하게 밝혀진다.이 책은 미국의 정치가 헨리 스팀슨과 군인 칼 스파츠, 그리고 일본의 외교가 도고 시게노리를 중심으로 제2차 세계대전 종전의 마지막 장면들을 새롭게 보여준다. 이들은 항복으로 가는 길 위에서, 최악의 상황을 피하고자 극도의 압박감 속에서도 어려운 선택을 내려야만 했다. 역사는 지금껏 이들을 크게 주목하지 않았으나 이들은 실질적으로 종전을 이끌어낸 항복의 실행자들이었다. 이 책은 핵폭탄 투하와 일본의 항복이라는 건조한 역사적 사실로만 알려진 제2차 세계대전 종전 과정에, 바로 그 현장에서 역사를 바꾼 세 사람의 사적인 기록과 직접적인 목소리를 통해서 알 수 있는 그들의 심정과 고뇌, 그리고 결정의 이야기를 더하며 감동적인 큰 울림을 준다."
읽을수록 빠져드는 도시기담 세계사,가타노 마사루,"국내도서
 > 
역사/문화
 > 
세계사
 > 
교양세계사",9.79119E+12,"세상에서 가장 무섭고도 흥미진진한 13편의 유럽 도시기담!1991년부터 2020년대 초반까지 30여 년간 두 저자가 유럽 33개국을 발품 팔아 취재하며 현장에서 발굴한 무섭고, 재미있고, 기기묘묘한 역사 스토리
ㆍ 수많은 사람을 죽음으로 몰고 간 무서운 노래 ?글루미 선데이? 이야기ㆍ 끊임없이 화재를 일으키는 위험천만한 그림 ?우는 소년? 이야기ㆍ 공포영화 ?컨저링?의 모티프가 된, 세상에서 가장 유명한 ‘저주받은 인형’ 애나벨 이야기ㆍ 1,500건이 넘는 괴이한 현상을 낳은 ‘앤필드 사건’ㆍ 목격한 사람의 목숨을 앗아가는 공포스럽고 미스터리한 ‘도플갱어’ 이야기ㆍ 650명의 처녀를 피의 제물로 삼은 광기의 백작 부인 에르제베트 이야기ㆍ ‘극장형 범죄’의 효시가 된 희대의 잭 더 리퍼 연쇄 살인 사건 이야기ㆍ 노이슈반슈타인성을 지은 바이에른 국왕 루트비히 2세의 죽음에 관한 기묘한 이야기ㆍ 러시아 황실을 멸망으로 이끈 희대의 괴승 라스푸틴의 암살 사건을 둘러싼 풀리지 않는 수수께끼……온몸에 소름 돋을 만큼 무섭고 잠시도 눈을 뗄 수 없을 만큼 흥미진진한 13편의 도시기담 세계사 이야기가 독자를 단숨에 휘어잡아 책 속으로 거침없이 끌고 들어간다."
요즘 어른을 위한 최소한의 세계사,임소미,"국내도서
 > 
역사/문화
 > 
세계사
 > 
세계사이야기",9.79119E+12,"복잡하게 얽혀 있는 세계사의 밑그림이 단박에 그려진다!가장 빠르게 6,000년 역사를 내 것으로 만드는 〉〉초압축 세계사〈〈
러시아는 왜 우크라이나와 전쟁을 벌이는 걸까? 미국은 언제부터 전 세계를 호령하는 강대국이 되었을까? 《요즘 어른을 위한 최소한의 세계사》는 오늘날 꼭 알아야 할 세계사의 주요 사건을 핵심만 쏙쏙 정리했다. 고대 문명의 탄생부터 강대국의 발전 과정을 시간순으로 빠짐없이 정리해 현재의 세계정세가 어떻게 구축되었는지 머릿속에 세계사의 뼈대를 확실하게 잡기 충분하다.특히 한 편의 영화를 보는 것처럼 서술되어 있어 읽기 편하고, 속도감 있게 진행되는 스토리텔링으로 정신없이 책장을 넘기게 되는 재미와 흥미진진함까지 갖췄다. 역사를 뒤흔든 전쟁사부터 알아두면 쓸모 있는 세계사 교양까지, 어렵게만 느껴졌던 6,000년 세계사가 이 책 한 권으로 단숨에 정리되는 기적을 경험하게 될 것이다."
거꾸로 읽는 세계사,유시민,"국내도서
 > 
역사/문화
 > 
세계사
 > 
교양세계사",9.79119E+12,"한 시대를 풍미했던 베스트셀러의 귀환100만 독자를 사로잡은 ‘이야기의 힘’
1988년 초판 출간 이후 스테디셀러로 굳건히 자리를 지켰던 유시민의 『거꾸로 읽는 세계사』가 절판 이후 새 얼굴로 출간됐다. ‘전면개정’이라는 수식이 무색할 정도로 30년 넘게 축적된 정보를 꼼꼼하게 보완하고, 사건에 대한 해석을 바꿨으며, 같은 문장 하나 두지 않고 고쳐 쓴 ‘새로운’ 책이다. 그럼에도 제목을 그대로 쓴 이유는 초판에서 보였던 ‘거꾸로 읽는 자세’를 전부 거둬내지는 않았기 때문이다. 세계를 보는 편향된 시각에 균형을 맞추려 했고, 여전히 소홀하게 취급받는 몇몇 사건도 비중 있게 다뤘다.  『거꾸로 읽는 세계사』는 유시민에게 여러 모로 ‘첫 번째’로서 갖는 의미가 많다. 처음으로 ‘작가’라는 이름을 달아준 책이자, 저서 중 가장 먼저 단시간에 베스트셀러에 오른 책인 동시에 가장 오랫동안 독자 곁에 머문 책이다. 지식소매상 유시민을 본격적으로 알린, 『나의 한국현대사 1959-2020』(돌베개 2021), 『역사의 역사』(돌베개, 2018)를 있게 한 ‘유시민의 역사 3부작’의 시작점이기도 하다. 책의 수명이 점점 더 짧아지는 요즘, 33년 전에 출간된 책이 생명력을 잃지 않고 이렇게 살아남을 수 있다는 것에 의미를 부여해보고 싶다. 20대 청년의 지적 반항으로, 중고등학생의 보조 교재로, 대학가의 교양 필독서로 한 시대를 풍미했던 책은 이제 어디로 가닿게 될까? 부디 지나온 시간만큼 다시 한번 잘 건너가기를 희망한다."
