책 이름,작가,장르,ISBN,책 소개
첫 책 만드는 법,김보희,"국내도서
 > 
정치/사회
 > 
언론/신문/방송
 > 
출판
 > 
출판학/실무",9.79117E+12,"한 번도 책을 내 본 적 없는 예비 작가를 찾아 그의 첫 책을 펴내는 작업을 꾸준히 해 온 편집자의 작업 지침서. 서점이 아니라면 어디서 어떻게 책이 될 만한 글을 발견하는지, 모든 것을 생소해하는 예비 작가에게 책 한 권을 완성하는 길고 복잡한 과정을 어떻게 설명하고 보여 주는지, 유명세나 영향력에 기대지 않고 작가를 전혀 모르는 독자에게 그의 매력을 어떻게 내보이고 전달하는지. 스스로 맞닥뜨려 겪고 배운 첫 책 편집의 기술을 차곡차곡 정리해 가이드라인을 마련했다. 나만의 작가를 찾아 신선한 신간을 기획해 보고 싶어 하는 편집자, 될성부른 작가를 발견하고도 ‘첫 책’이라는 부담과 불안으로 계약을 주저하는 발행인, 책을 써 본적은 없지만 언젠가 만날 나의 첫 편집자와의 협업을 모의해 보고 싶어 하는 예비 작가 모두에게 믿을 만한 길잡이가 될 것이다."
지속 가능한 출판을 위한 교정·교열·윤문의 시작,이다겸,"국내도서
 > 
정치/사회
 > 
언론/신문/방송
 > 
출판
 > 
출판학/실무",9.7912E+12,"이 책은 저자와는 또 다른 편집자의 글짓기 수식에 관한 일종의 해설집이다. 원고 편집의 전 과정에 걸친 실무 경험을 토대로 만든 나만의 수식을 하나하나 풀어내었다.처음부터 원래 그런 것이란 없고, 관례는 기존의 방식일 뿐이다. 이건 그러한 마음가짐으로 일군 나의 표준에 대한 이야기다. 그저 상비약처럼 찾아 읽히며, 당신의 표준을 형성하는 과정의 한 부분이 되는 책이기를 바란다_머리말 중"
장면들,손석희,"국내도서
 > 
정치/사회
 > 
언론/신문/방송
 > 
언론이론
 > 
저널리즘",9.78894E+12,"“뉴스가 나가는 동안,세상은 이미 폭발하고 있었다”대한민국 대표 언론인 손석희한국사회를 뒤흔든 사건들의 중심에서 그가 직접 하고 싶었던 말들
손석희가 드디어 독자를 만난다. JTBC 「뉴스룸」 앵커석에서 내려온 지 1년 반 만에 저널리즘 에세이로 찾아왔다. 손석희 앵커는 그동안 「뉴스룸」 「100분토론」 「손석희의 시선집중」 등 대표적인 뉴스·시사 프로그램을 진행하며 10년 이상 가장 신뢰받는 언론인으로 손꼽혀왔다. 특히 JTBC 보도부문 사장으로 자리를 옮긴 2013년 이후 「뉴스룸」을 중심으로 세월호참사와 국정농단 등 한국사회를 뒤흔든 사건의 핵심 보도를 주도하면서 크게 주목받았다. 우리 사회가 더 큰 변화를 꿈꾸었던 그 시간, TV 화면에는 어김없이 손석희가 있었다.이 책에는 그 변화의 시간을 되짚으며 손석희만이 남길 수 있는 기록이 담겨 있다. 200일 넘게 세월호참사 현장을 지키며 유족들과 함께한 이야기, 세상을 뒤집어놓았던 ‘태블릿PC’ 보도 과정, 대통령 선거, 미투운동, 남·북·미 대화의 현장에서 있었던 에피소드 등등 하나하나 흥미로운 기록들로 채워져 있다. 국정농단 사건 5주년이 되는 지금, 우리가 그간 걸어온 길이 어떤 길이었는지 성찰하게 만드는 힘이 그 기록 속에 있다. 「뉴스룸」의 진행자이자 책임자로서 저자가 기획하고 실행했던 저널리즘 철학에 담긴 함의 역시 깊이 곱씹을 만하다."
뉴스를 묻다,크리스토퍼 앤더슨,"국내도서
 > 
정치/사회
 > 
언론/신문/방송
 > 
방송/신문
 > 
방송/신문일반",9.78895E+12,"세계적 언론 석학들이 답하는뉴스의 과거와 현재, 미래에 관한 90가지 질문
“초기 신문은 어떤 모습이었을까? 최초의 인터뷰는 언제였을까? ‘객관성’의 가치를 고수하는 것이 ‘전문적’ 언론의 핵심일까? 언론인이 취재 대상과 친구가 되는 것은 비윤리적일까? 미래 언론의 수익 문제를 해결해 줄 특효약은 존재할까? 뉴스가 정치적 양극화를 부추기나?” ……이 책에서 컬럼비아 대학 저널리즘 스쿨의 마이클 셔드슨 교수와 《워싱턴 포스트》 편집장 출신 레너드 다우니 주니어 교수, 영국 리즈 대학의 크리스토퍼 앤더슨 교수는 각각 뉴스의 과거, 현재, 미래에 관한 90가지 핵심 질문에 답한다.짧지만 가볍지 않은 문답 속에는 뉴스와 언론 매체에 관한 중요한 상식부터 여러 가지 오해와 그 진실, 현재 상황과 미래 전망에 이르기까지 풍부한 지식과 날카로운 해설이 담겨 있다."
"롤랑 바르트, 밝은 방",박상우,"국내도서
 > 
정치/사회
 > 
정치/사회문고",9.79113E+12,"이 책은 『밝은 방』의 저자로 유명한 롤랑 바르트의 사상을 10가지 키워드로 소개한다. 『밝은 방』은 사진이라는 현상을 다룬 사진철학의 고전이다. 사진의 본질은 ‘그것이-존재-했음’이다. 사진에 촬영된 대상은 과거에 카메라 앞에 있었다. 하지만 그 대상과 순간은 더 이상 존재하지 않는다. 즉 사진을 보는 것은 죽음과 접촉하는 행위로, 인류 역사에 등장한 새로운 현상이다. 이는 사진을 보는 자에게 놀라움을 넘어 광기를 불러일으킨다. 특히 피사체에 대한 연민이 있을 때 진정한 광기가 촉발된다."
"로버트 노직, 무정부 국가. 유토피아",장동익,"국내도서
 > 
정치/사회
 > 
정치/사회문고",9.79113E+12,"『로버트 노직, 무정부. 국가. 유토피아』는 자유주의 정치철학자 로버트 노직의 주저, 『무정부, 국가 그리고 유토피아』를 10가지 키워드로 해설한다. 노직이 주창한 자유지상주의는 얼핏 무정부주의와 유사해 보인다. 그러나 자유지상주의는 홉스의 무정부 상태를 비판하면서 국가의 성립이 필수라고 주장한다. 『무정부, 국가 그리고 유토피아』는 자유지상주의를 대표하는 ‘최소국가론’을 논증하는 책이다. 자연 상태에서 보호협회가 결성되어 지배적 보호협회로 이행되고, 권력을 독점하는 극소국가가 출현하며, 곧 모든 구성원에게서 권력을 독점하는 최소 국가로 발전해 가는 과정을 설명한다."
"로지 브라이도티, 포스트휴먼",이경란,"국내도서
 > 
정치/사회
 > 
정치/사회문고",9.79113E+12,"현재 전 지구는 기술과학으로 매개되고 있다. 포스트휴머니즘 담론과 탈인간(종)중심주의 담론이 독립적, 융합적으로 출현하고 발전한다. 포스트휴먼 조건이 제시하는 곤경과 가능성은 무엇인가. 지금 우리 인간에게 필요한 주체성은 어디서 찾을 수 있는가. 수동성을 넘어 연대와 책임의 공동체를 생성할 수 있을까. 이 책은 과학기술연구자이자 페미니스트인 로지 브라이도티의 사항을 10가지 키워드로 정리한다. 인간과 인간 아닌 타자들 모두를 포괄하는 횡단적이고 집단적 배치로서 주체성, 곧 포스트휴먼 주체성을 살펴본다."
"해나 아렌트, 인간의 조건",유성애,"국내도서
 > 
정치/사회
 > 
정치/사회문고",9.79113E+12,"이 책은 해나 아렌트의 『인간의 조건』을 10가지 키워드로 해설한다. 『인간의 조건』은 자유에 관한 책이다. 자유는 권리도, 유용한 법칙으로 대체될 수 있는 추상 개념도 아니다. 자유는 인간 능력이다. 밥벌이, 생산과 다른 능력이다. 자신을 찾고 자기 세계를 가질 수 있는 힘이 자유다. 인간은 생의 짐을 기꺼이 둘러맬 때만 비로소 자기 삶을 산다. 타인과 세계에 자기 자신을 말하고 내보일 수 있다. 자유는 새로운 시작이다. 비극에 숨겨진 인간의 위대함이다. 인간의 조건이 여기 있다."
아서 단토,장민한,"국내도서
 > 
정치/사회
 > 
정치/사회문고",9.79113E+12,"서구는 예술의 서사를 구성할 수 있는 객관적 구조 속에서 예술을 실천해 왔다. 그러나 〈브릴로 상자〉의 등장으로 예술의 정통 서사는 종말을 고한다. 이제 다양한 관심에 따라 예술과 관련된 여러 서사들이 만들어진다. 이들은 서로 다른 개별 관심사에 기반을 둔 서사라는 점에서 서로 위계가 있을 수 없고, 동등한 관계를 유지하면서 발전한다. 여기서 비평의 역할은 무엇인가? 『아서 단토』는 ‘예술의 종말’ 테제로 유명한 아서 단토의 사상을 10가지 키워드로 정리한다. 예술의 종말 이후 비평 원리를 소개한다."
로이 바스카,이기홍,"국내도서
 > 
정치/사회
 > 
정치/사회문고",9.79113E+12,"로이 바스카는 근래 서구 사회과학계에서 주목받는 철학자로, ‘비판적 실재론’이라고 불리는 견해를 주창한 것으로 잘 알려져 있다. 그는 비판적 실재론을 바탕으로 과학철학의 전통적 견해들(실증주의, 합리주의, 탈근대주의, 실용주의)과 사회과학이론(원자론, 전체론, 탈근대론)에 대한 정교하고 일관성 있는 대안을 제시한 바 있다. 비판적 실재론은 존재론적 실재론, 인식론적 상대주의, 판단적 합리성의 세 가지 핵심 교의를 통해 실증주의의 확실성과 탈근대주의의 회의주의 두 극단을 벗어난다. 이 책은 로이 바스카의 이론을 10가지 키워드로 해설한다."
에드워드 사이드,박홍규,"국내도서
 > 
정치/사회
 > 
정치/사회문고",9.79113E+12,"이 책은 ‘오리엔탈리즘’ 개념으로 유명한 에드워드 사이드의 사상을 10가지 키워드로 요약한다. ‘오리엔탈리즘’은 동양에 대한 서양의 편견을 함축하는 개념이다. 이 개념은 서구 사상가와 예술가의 작품 대부분이 그런 편견을 보인다고 폭로하여 20세기 후반 식민지 해방 이후 반식민주의가 전개되고 서양의 문화를 재조명하는 데 결정적 역할을 했다. 또한 당시 서구를 휩쓴 탈구조주의의 반현실적 태도를 수정하는 데도 기여했다. 그러나 ‘오리엔탈리즘’의 가장 큰 의의는 권력이 지식 안에서 작동하는 방식을 폭로했다는 점에 있다.에드워드 사이드(Edward Said, 1935∼2003)영문학자, 비교문학자. 1935년 팔레스타인의 예루살렘에서 태어났다. 이스라엘의 건국과 함께 이집트 카이로로 이주했다. 1950년대 말에 미국으로 건너가 프린스턴대학교를 졸업하고 하버드대학교에서 박사학위를 받았다. 컬럼비아대학교 영문학, 비교문학 교수와 하버드대학교 비교문학 객원교수로 지내며 이론가, 문학비평가로 활동했다. 서구인이 말하는 동양의 이미지가 서구의 편견과 왜곡에서 비롯된 허상임을 체계적으로 비판한 『오리엔탈리즘』을 1978년 출간하면서 세계적 명성을 얻었다. 그밖에 『문화와 제국주의』를 비롯해 『팔레스타인 문제』, 『지식인의 표상』, 『저항의 인문학』 등 여러 저술을 남겼다. 1994년부터 백혈병으로 투병하다 2003년 9월 24일 뉴욕에서 생을 마쳤다."
월터 옹,이동후,"국내도서
 > 
정치/사회
 > 
정치/사회문고",9.79113E+12,"말의 기술이 발전하면서 인간의 커뮤니케이션 양식, 인간 간 상호작용의 성격, 인간의 의식과 사고 과정, 문화적 성격 등도 변한다. 이러한 변화는 문자 이전의 구술성, 쓰기와 인쇄술의 문자성, 전자 미디어의 제2의 구술성 개념으로 파악 가능하다. 구술성, 문자성, 제2의 구술성 개념은 말과 미디어 그리고 문화의 관계를 통시적으로 살펴보는 일종의 준거가 된다. 이 책은 월터 옹의 ‘구술성과 문자성’ 논의를 토대로 삼아 인간의 기본 커뮤니케이션 양식이 우리 삶과 사회에 어떤 영향을 미치는지 살펴본다."
프리드리히 키틀러,유현주,"국내도서
 > 
정치/사회
 > 
정치/사회문고",9.79113E+12,▶ 정치사회에 관한 내용을 담은 전문서적입니다.
"테오도르 아도르노, 계몽의 변증법",이순예,"국내도서
 > 
정치/사회
 > 
정치/사회문고",9.79113E+12,"자유주의는 어느덧 ‘자연스러운’ 사유 방식이자 삶의 태도가 되었다. ‘선택의 자유’가 내뿜는 찬란한 빛을 외면하기는 점점 더 어려워진다. 그러나 반세기 전, 『계몽의 변증법』의 저자들은 자유주의 문화지형이 삶과 일상을 구속하는 미국에서 직접 망명객으로 살면서 “도덕적 엄격성과 절대적 무도덕성의 대립들 사이에 존재하는 차이”를 없애는 사유가 계몽 주체의 몫이 되는 과정을 이미 파헤친 바 있다. 신자유주의 질서에서 삶을 꾸려야 하는 우리가 『계몽의 변증법』을 읽는다면, 무엇보다도 미국식 자유주의에 대한 이념적 저항 능력을 갈고닦을 필요가 있기 때문일 것이다. 이 책은 테오도르 아도르노 비판이론의 10가지 요체를 길잡이 삼아 『계몽의 변증법』을 새롭게 독해한다."
"마르크 오제, 비장소",정헌목,"국내도서
 > 
정치/사회
 > 
정치/사회문고",9.79113E+12,"비장소는 공항, 대형 쇼핑몰, 고속도로 등과 같은 곳을 지칭한다. 이곳은 이용자 간 관계 부재, 역사성 부재, 고유한 정체성 부재라는 특징을 띤다. 여기서 사람들은 추상적이고 비매개적 거래 과정에서 무언의 제스처만으로 커뮤니케이션을 수행한다. 그러나 비장소를 단순히 인간미가 풍기는 장소의 ‘상실’로 파악할 수는 없다. 비장소에서의 상호작용은 기존의 전통적인 사회적 실천과 다른 형태의 상호작용일 뿐 나름의 공간 논리에 따라 작동하기 때문이다. 이 책은 마르크 오제의 주저 『비장소: 슈퍼모더니티 서설』을 10가지 키워드로 해설한다. 새로운 공간에 대한 새로운 인식, 상호작용에 대한 분석이 여기 있다."
조지 레이코프,나익주,"국내도서
 > 
정치/사회
 > 
정치/사회문고",9.79113E+12,컴북스이론총서 『조지 레이코프』. 전통적으로 ‘은유’는 시인이나 능변가처럼 선택받은 소수가 시나 웅변을 더 설득력 있고 흥미롭게 만들기 위해 사용하는 문체상 기교로 간주돼 왔다. 그러나 인지언어학은 은유가 단지 언어의 문제가 아니라 인간 사고 과정의 문제임을 밝힌다. 인간 인지 과정은 본질상 은유적이라는 것이다. 은유는 소수의 특별한 사람뿐만 아니라 언어 사용자 모두에게 중요한 기제다. 이 책은 세계적 인지언어학자 조지 레이코프의 이론을 10가지 키워드로 정리한다. 세상을 이해하는 프레임이 여기 있다.
뤼스 이리가레,황주영,"국내도서
 > 
정치/사회
 > 
정치/사회문고",9.79113E+12,"『뤼스 이리가레』는 ‘성차의 페미니즘’을 대표하는 철학자다. 철학과 문학에서 미학·신학·건축학·교육학 등에 이르기까지 다양한 분야에 걸쳐 페미니즘 연구에 큰 영향을 미쳤다. 특히 남성 중심적 담론에 대한 날카로운 분석, 여성 주체성 구축을 위한 탐구, 여성과 남성의 새로운 관계를 위한 윤리적·정치적 제안들은 우리가 여전히 성취하지 못한 ‘여성해방’이라는 과제에 꾸준히 영감을 주고 있다. 한편, 이리가레의 논의는 복잡한 사상적 배경과 난해한 글쓰기 스타일 때문에 여러 오해를 사고 논쟁을 불러일으키기도 했다. 이 책은 이리가레의 사상을 10가지 키워드로 풀이한다."
경영학(수험),법경연구회 편,"국내도서
 > 
정치/사회
 > 
정치/사회문고",2.00017E+12,N/A
경영학(대졸),박수규 편,"국내도서
 > 
정치/사회
 > 
정치/사회문고",2.00039E+12,N/A
경영학(대졸):요점정리및 객관식,박수규 편,"국내도서
 > 
정치/사회
 > 
정치/사회문고",2.00039E+12,N/A
가정학원론(생활지도사),편집연구실 편,"국내도서
 > 
정치/사회
 > 
정치/사회문고",2.00039E+12,N/A
가정학:전공기초과정 인정시험 학습안내서,국립교육평가원 편집부,"국내도서
 > 
정치/사회
 > 
정치/사회문고",2.00062E+12,N/A
가정학:전공심화과정 인정시험 학습안내서,국립교육평가원 편집부,"국내도서
 > 
정치/사회
 > 
정치/사회문고",2.00062E+12,N/A
경영학:전공기초과정 인정시험 학습안내서,국립교육평가원 편집부,"국내도서
 > 
정치/사회
 > 
정치/사회문고",2.00062E+12,N/A
군중심리,귀스타브 르 봉,"국내도서
 > 
정치/사회
 > 
사회학
 > 
사회학이론
 > 
사회심리/여론",9.79114E+12,"“왜 똑똑한 사람들이 모여 어리석은 선택을 하는가?”인간 집단의 심리와 행동 그리고 그들을 이끄는 리더십 원리메타버스 시대에도 여전히 적용되는 최고의 사회심리학 고전
★ 『르몽드』 선정, “세상을 바꾼 20권의 책” ★ “주식 시장의 대중 심리를 알려면 꼭 읽어야 할 책”_앙드레 코스톨라니(“유럽의 버핏”으로 불리는 전설적 투자자)“당선될 수만 있다면 과장된 공약을 남발해도 괜찮다. 유권자는 공약에 박수를 보낼 뿐 얼마나 지켰는지 알려고 하지는 않는다.” “흑색선전으로 상대에게 타격을 주되 증거를 찾아 제시할 필요는 없다.” “때로는 여론이 협박으로 돌변해 정치인의 행동 노선까지 바꾼다.” 오늘날의 정치 행태를 꼬집은 것 같지만 사실은 19세기 말에 귀스타브 르 봉이 쓴 책, 『군중심리』에 담긴 내용이다. 사회상과 군중에 대한 그의 분석은 21세기인 지금과 견주어도 이질감이 전혀 없다.군중에 관한 연구서 중에서 이 책이 돋보이는 이유는 실천적 논의의 장을 열었기 때문이다. 르 봉은 군중의 실체를 예리하게 꿰뚫을 뿐만 아니라 의도한 방향으로 그들을 이끄는 강력한 원리를 제시한다. 심리학의 거장인 프로이트와 올포트를 비롯해 드골과 루스벨트 같은 통치자들, “유럽의 버핏”이라 불리는 전설적 투자자 코스톨라니에 이르기까지 수많은 리더가 이 책을 읽고 자신의 분야에 적용해 큰 성과를 거두었다.르 봉은 보불전쟁과 파리 코뮌 등 역사의 격랑을 겪으면서 군중의 힘을 주목하게 되었다. 그가 말하는 군중은 단지 같은 장소에 운집한 무리가 아니라 특정 감정이나 신념에 따라 결합된 ‘심리적 군중’이다. 군중에 속한 개인은 고유의 특성을 잃어버리고 충동적으로 사고하며 본능에 따라 움직인다. 먹물깨나 먹었다는 지식인들도 다르지 않다. 군중은 ‘논리’가 아니라 ‘감정’으로 판단하기 때문이다.메타버스 시대가 도래하면서 『군중심리』의 가치가 재조명되고 있다. 르 봉이 말한 ‘심리적 군중’의 영향력이 점점 커지고 있기 때문이다. 이 책은 지금껏 이해하기 어려웠던 팬덤 정치, 온라인 여론 형성 과정, 심지어 종교와 정치의 광기 등 최근의 여러 현상에 관해 명확한 관찰과 분석을 가능하게 한다. 군중의 마음을 얻어야 하는 리더들의 필독서인 『군중심리』를 풍성한 배경지식이 담긴 이미지와 깊은 해제, 원문에 충실한 완역으로 선보인다."
국제정세의 이해,유현석,"국내도서
 > 
정치/사회
 > 
정치/외교
 > 
외교/국제관계
 > 
국제정치/국제관계",9.78895E+12,"국제정세의 핵심 이슈에 관한기본 개념과 흐름을 한 권에 담다
대학 초년생 정도의 국제정치 비전공자도 이해하기 쉬운 국제정세 입문서를 표방하며, 지은이의 구체적인 강의 경험과 자료를 토대로 2001년 처음 출간된 『국제정세의 이해』는 재쇄와 개정판을 거듭하며 대학 강의용으로, 일반인의 국제정세에 대한 지식교양서로 20년 넘게 널리 읽혀왔다. 2024년 1학기에 맞추어 발간된 이번 제7개정판의 부제는 ‘자유주의 국제질서의 위기와 지국촌의 국제관계’이다. 이 책의 저자 유현석 교수는 출간 시점의 국제정세를 반영해서 부제를 정해왔는데 2024년은 미국이 제2차 세계대전 이후 구축한 자유주의 국제질서의 균열과 붕괴가 본격화되는 시기가 될 것이고 부제는 이러한 국제관계의 변화를 반영하기 위한 제목이라고 말한다.이번 개정판의 가장 큰 변화는 미국의 인도-태평양 전략의 등장과 그로 인한 2021년 이후의 새로운 변화를 담아낸 것이다. 기존의 중국 부상과 국제질서 그리고 동아시아 국제관계 장을 미·중 관계의 최근의 전개까지를 담은 인도-태평양 질서(3장) 그리고 인도-태평양 지역의 양자·다자 관계(4장)로 재구성하고 최근의 변화를 다루었다. 그리고 코로나19와 국제정세를 다룬 17장을 삭제했다."
판례행정법,신봉기,"국내도서
 > 
정치/사회
 > 
행정/정책
 > 
행정법",9.79117E+12,이번 5판에서는 기존의 체계를 유지하면서 2024년 4월까지 나온 판례를 중요도에 따라 정리하여 소개하였다.
국제개발협력 프로젝트 실행과 관리,KOICA ODA 교육원,"국내도서
 > 
정치/사회
 > 
정치/외교
 > 
외교/국제관계
 > 
국제정치/국제관계",9.78895E+12,"KOICA가 발간한 국제개발협력 프로젝트 수행 안내서  국제개발협력 프로젝트의 정의부터 모니터링, 평가까지 프로젝트 전반에 대한 이해와KOICA 프로젝트의 최근 동향을 이 한 권에 담았다
개발도상국의 지속가능발전을 이끌어 나가는 데 있어 현지에서 진행되는 프로젝트의 역할을 매우 중요하다. 프로젝트를 성공으로 이끌기 위해서는 파트너십 구축과 여러 이해관계자들 사이의 조화가 필수적으로 이루어져야 하며, 원조사업의 정당성을 입증하기 위한 체계적인 모니터링 및 평가를 강화해 나가야 한다.또한, 개발협력 프로젝트를 수행하는 인적자원의 개발과 역량강화가 동반되어야 할 것이다. 이를 통해 우수한 개발협력 수행인력이 개발도상국 현지에서 프로젝트의 가치나 의의, 문제점을 파악해 개발도상국에 실질적인 도움을 줄 수 있도록 개발사업을 이끌 수 있을 것이다.이에 KOICA는 2018년 국제개발협력 프로젝트의 정의부터 모니터링, 평가까지 프로젝트 전반에 대한 이해와 KOICA 프로젝트의 최근 동향을 반영한 새로운 안내서인 『국제개발협력 프로젝트 실행과 관리』를 펴냈다.이 책을 통해 국제개발협력 사업시행자는 물론 미래세대 청년들이 프로젝트 전반에 대한 이해와 실무역량을 강화해, 개발협력 프로젝트를 성공적으로 이끌며 개발도상국의 지속가능한 발전을 주도해 나갈 수 있기를 기대한다."
특별형법,이주원,"국내도서
 > 
정치/사회
 > 
법학
 > 
형법
 > 
형법이론",9.78898E+12,N/A
형법사용설명서,임동민,"국내도서
 > 
정치/사회
 > 
법학
 > 
형법
 > 
형법판례",9.79113E+12,"첫째, ‘민사집행과 소송사기’ㆍ‘부동산 양도담보(매도담보)와 가등기담보법’ㆍ‘민사집행과 강제집행면탈’ 등 민사법과 형사법이 얽혀있는 쟁점을 한땀 한땀 풀어나가고, 이를 다시 입체적으로 도식화하려 노력했다. 둘째, 원심판결을 충실히 검토하였다. 대법원 판시에 가려져 있는 사실관계와 죄책을 정확하게 발굴하고 정리하려 노력했다. 셋째, 이 책에 수록된 모든 판결을 요약하였다. 하여 이 책이 교과서와 단권화 교재 두 역할을 모두 수행할 수 있도록 하였다."
소송에서 문제되는 부동산쟁점 1,이택수,"국내도서
 > 
정치/사회
 > 
법학
 > 
소송/판례
 > 
민사소송(법)",9.79113E+12,N/A
대한민국 수립과 국제법,정인섭,"국내도서
 > 
정치/사회
 > 
법학
 > 
국제법
 > 
국제법이론",9.79113E+12,"대한민국이 정부, 영토, 인구를 어떻게 구성하고 출범했는가에 대한 국제법 측면의 분석을 주목적으로 한다. 더불어 대한민국 출범 당시의 법질서와 외교관계에 관한 설명도 덧붙인다. 목차를 살펴보면 전반적인 내용 자체는 생소하지 않다고 느낄 것이다. 사실 1948년 대한민국 수립과정에 대해서는 우리 모두가 기본적인 상식을 갖고 있다. 본 책자는 국제법의 시각에서 이를 처음으로 종합 분석했다는 점에서 의의가 있다."
자본시장 불공정거래,안현수,"국내도서
 > 
정치/사회
 > 
법학
 > 
상법
 > 
공정거래법",9.79113E+12,"이번 개정판은 2024년 시행 불공정거래 과징금제도를 반영하는 한편, 가상자산시장 편을 신설하여 양 시장을 아우르는 불공정거래 전문서로 전면 개정하였다. 우선 별도의 장을 신설하여 새로운 과징금제도와 과징금 산정기준을 상세하였다. 법정화된 부당이득 산정 방법은 유형별 해설을 통해 실무 활용도를 높였다. 그리고 본서가 정책연구에 활용한다는 점을 고려하여 과징금 및 주요국의 조사체계 등 이론을 새롭게 정비하였다."
회생사건실무(상),서울회생법원 재판실무연구회,"국내도서
 > 
정치/사회
 > 
법학
 > 
민법
 > 
채권/파산법",9.79113E+12,"이번 개정판에서는 채무자 회생 및 파산에 관한 법률이 시행된 지 20여 년이 다 되어가는 점을 감안하여 가급적 구 회사정리법, 화의법, 파산법에 관한 내용들은 삭제 또는 축소하였다. 또한 서울회생법원 개원 이후에 접수된 사건도 상당히 축적된 점을 감안하여 최대한 서울회생법원 사건 위주로 사례를 기재하였고, 서울중앙지방법원 때의 사건은 삭제하거나 축소하였다."
회생사건실무(하),서울회생법원 파산실무연구회,"국내도서
 > 
정치/사회
 > 
법학
 > 
민법
 > 
채권/파산법",9.79113E+12,"채무자 회생 및 파산에 관한 법률이 시행된 지 20여 년이 다 되어가는 점을 감안하여 가급적 구 회사정리법, 화의법, 파산법에 관한 내용들은 삭제 또는 축소하였다. 또한 서울회생법원 개원 이후에 접수된 사건도 상당히 축적된 점을 감안하여 최대한 서울회생법원 사건 위주로 사례를 기재하였고, 서울중앙지방법원 때의 사건은 삭제하거나 축소하였다. 우리나라 도산법제가 어느 정도 성숙하였다는 판단 아래 일본 사례는 꼭 필요한 경우가 아니면 삭제하거나 축소하였다."
소송에서 문제되는 부동산쟁점 2,이택수,"국내도서
 > 
정치/사회
 > 
법학
 > 
소송/판례
 > 
민사소송(법)",9.79113E+12,N/A
신민사소송법,이시윤,"국내도서
 > 
정치/사회
 > 
법학
 > 
소송/판례
 > 
민사소송(법)",9.79113E+12,이 책은 신민사소송법에 대해 다룬 도서입니다. 기초적이고 전반적인 내용을 학습할 수 있습니다.
민사소송법 강의,전원열,"국내도서
 > 
정치/사회
 > 
법학
 > 
소송/판례
 > 
민사소송(법)",9.79113E+12,"판례는 2024.3.15.자 판례공보에 수록된 것까지 반영하였다. 개정작업을 하는 사람의 입장에서는, 법률개정 및 최신판례를 해당 부분에 추가하는 작업을 위주로 한다면 그 작업이 쉬워지지만, 교과서로서 많이 활용되고 있는 이 책의 용도를 생각하면 전체 분량을 유지해야 한다는 점에 유의하였다. 덜 중요한 부분을 압축함으로써 그 목적을 달성하려 애썼다."
왈츠 이후,이근욱,"국내도서
 > 
정치/사회
 > 
정치/외교
 > 
외교/국제관계
 > 
국제정치/국제관계",9.78895E+12,서강대학교 정치외교학과 부교수 이근욱의 『왈츠 이후』. 미국 국제정치이론가 왈츠의 주장을 중심으로 국제정치이론을 재구성하여 체계적으로 소개하고 있다. 특히 왈츠의 이론에 반론을 던지거나 보완을 시도한 학자 12명을 골라서 집중적으로 조명했다. 왈츠 이후의 국제정치이론의 변화와 발전에 대해 살펴볼 수 있다.
법학 입문 민사법 1: 민사법 기초,김해마루,"국내도서
 > 
정치/사회
 > 
법학
 > 
민법
 > 
민법이론",9.7912E+12,"이 책은 수험용 법학 입문서다. 책 이름은 제4판(2017)까지 ""누워서 읽는 법학""이었다가 제5판(2019)에서 ""법학 입문""으로 바꾸었으나, 같은 책이다.법학 입문 시리즈는 8권으로, 공법(헌법, 행정법) 1권, 민사법(민법, 상법, 민사소송법) 5권, 형사법(형법, 형사소송법) 2권으로 나뉜다. 그중 민사법 제1권 ""민사법 기초"" 편이다.민사법 제1권 민사법 기초에서는, 실제 소송서류 양식과 함께 민법, 민사소송법, 민사집행법의 원리를 살핀 뒤, 계약법, 불법행위법, 물권법의 기초를 설명한다."
상법강의,송옥렬,"국내도서
 > 
정치/사회
 > 
법학
 > 
상법
 > 
상법이론",9.78898E+12,"송옥렬의 『상법강의』는 〈상법총칙〉, 〈상행위법〉, 〈보 험 법〉 등에 대한 기초적이고 전반적인 내용이 수록된 책이다."
물권법,곽윤직,"국내도서
 > 
정치/사회
 > 
법학
 > 
민법
 > 
물권법",9.79113E+12,이 책은 물권법에 대해 다룬 도서입니다. 기초적이고 전반적인 내용을 학습할 수 있습니다.
민사법실무강의,이계정,"국내도서
 > 
정치/사회
 > 
법학
 > 
민법
 > 
민사특별법/민사집행법",9.79113E+12,"앞에서부터 읽을 필요는 없으며 관심이 있는 주제별로 읽어도 무방하다. 민법, 민사소송법, 민사집행법, 최신판례 순서로 기재되어 있으나 실무적 사고에서는 민법에 해당하는 주제에 대해서도 민사소송법, 민사집행법을 결합해서 이해해야 한다. 이에 각 주제에 대하여 민사법을 통합하여 기술하였다. 각주에는 본문 내용과 관련하여 학생들이 많이 질문했던 내용이 포함되어 있다."
