책 이름,작가,장르,ISBN,책 소개
마음으로,엄기정,"국내도서
 > 
시/에세이
 > 
한국시
 > 
현대시",9.79119E+12,『마음으로』는 저자 엄기정의 주옥같은 작품을 만나볼 수 있는 책이다.
시간이 존재에 남긴 흔적에 관하여,박종철,"국내도서
 > 
시/에세이
 > 
한국시
 > 
현대시",9.79119E+12,"시간은 존재에 기억을 아로새긴다.행복과 후회는 그리움으로 남고, 그리움은 시를 쓴다.시를 쓰게 되는 순간이 있다.산문으로 표현되지 않는 아련함을 느끼는 순간이 온다면 시를 써야 한다.박종철 작가는 시를 통해 자신의 그리움을 그린다.자신의 유년 시절, 부모님, 그리고 사랑했던 이들, 고향에 대한 시를 남겼다.누구나 읽기 쉽고 공감하기 쉬운 시로 이미 공개한 내용은 독자들의 사랑을 받았다.박종철 작가는 단순히 그리움에 멈추지 않는다.그리움이 곧 행복이라고 시를 통해 말한다.과거에 나를 있게 해준 사건들, 이를 통해 느끼는 감정은 시간이 선물해 준 행복이라고 말한다.시간은 존재에 그리움을 새겨 행복을 깨닫게 해준다."
작약은 물속에서 더 환한데,이승희,"국내도서
 > 
시/에세이
 > 
한국시
 > 
현대시",9.79114E+12,"“나는 마음이 생기고 있다는 말을 어떻게 해야 할지 몰라서두 손 가득 물을 쥐었다”식물과 손잡고 슬픔이라는 물속으로 침잠해가는 우리들의 여름
문학동네시인선 217번으로 이승희 시인의 네번째 시집 『작약은 물속에서 더 환한데』를 펴낸다. 1999년 경향신문 신춘문예에 당선되며 본격적인 작품활동을 시작한 이승희 시인은 첫 시집 『저녁을 굶은 달을 본 적이 있다』(창비, 2006)에서 자신의 삶을 기반으로 하는 슬픔과 희망에 대한 이야기를, 두번째 시집 『거짓말처럼 맨드라미가』(문학동네, 2012)에서는 맨드라미로 대표되는 식물의 이미지와 일상의 풍경들을 통해 슬픔에 대한 더욱 깊어진 고찰을 보여주었다. “사물과 사람이 언제 문학을 포옹하는지, 문학은 어떻게 사물과 사람을 끌어당기는지에 대한 답을 기대할 수 있는 시”라는 평을 받으며 전봉건문학상을 수상한 『여름이 나에게 시킨 일』(문예중앙, 2017) 이후 7년 만에 펴내는 이번 시집에서 시인은 어두운 곳을 들여다보기를 주저하지 않으며 슬픔과 죽음을 향해 한 걸음 더 나아간다. 생명력이 느껴지는 부드러운 식물의 이미지와 섬약하고 민감한 감정이 만나는 순간 발생하는 감정의 울림, 요컨대 여름과 식물과 슬픔이 한자리에 모여드는 바로 그 순간을 이승희 시인은 차분하고 깊은 언어로 담아낸다."
여름 언덕에서 배운 것,안희연,"국내도서
 > 
시/에세이
 > 
한국시
 > 
현대시",9.78894E+12,"“이 언덕엔 마음을 기댈 나무 한그루 없지만 그래도 우린 충분히 흔들릴 수 있지”신동엽문학상 수상 시인 안희연 신작 시집살아 있어서 울고 있는 존재들의 상처를 어루만져주는 미더운 손길*본 보도자료에는 시인과의 간단한 서면 인터뷰 내용이 추가되어 있습니다.2012년 ‘창비신인시인상’으로 등단한 이후 활발한 작품활동을 펼쳐온 안희연 시인의 세번째 시집 『여름 언덕에서 배운 것』이 창비시선으로 출간되었다. 시인은 등단 3년 만에 펴낸 첫 시집 『너의 슬픔이 끼어들 때』(창비 2015)로 신동엽문학상을 수상하고, 2018년 예스24에서 실시한 ‘한국문학의 미래가 될 젊은 작가’ 투표에서 시 부문 1위를 차지하는 등 요즘 젊은 시단에서 가장 주목받는 시인이다. 창작 활동뿐만 아니라 세월호 희생자들에게 부치는 ‘304 낭독회’ 등 사회활동에도 적극 참여하여 대중적으로 친숙한 시인이기도 하다. 소시집으로 묶은 두번째 시집 『밤이라고 부르는 것들 속에는』(현대문학 2019)에 이어서 펴내는 이번 시집에서 시인은 더욱 깊어진 시적 사유와 섬세한 언어 감각이 돋보이는 서정과 감성의 다채로운 시세계를 선보인다. 삶의 바닥을 바라보며 세상의 모든 슬픔을 헤아리는 “깨달음의 우화와도 같은”(이제니, 추천사) 뜨겁고 간절한 시편들이 공감을 자아내며 가슴을 깊이 울린다. ‘2020 오늘의 시’ 수상작 「스페어」를 비롯하여 57편의 시를 3부로 나누어 실었다.안희연의 시는 “쇠구슬 같은 눈물”(「연루」)이 차오르는 슬픔의 자리에서 태어난다. “이렇게 많은 물웅덩이를 거느린 삶”(「여름 언덕에서 배운 것」)이라니. 시인은 세상의 모든 죄를 대속하려는 심정으로 시를 쓴다. 돌이켜보면 모두가 가엾은 존재들의 슬픔을 끌어안으며 대신해서 울어주고, “온몸으로 부딪쳐가며 얻은 이야기들”(「구르는 돌」)을 그들의 목소리로 들려준다. “온 우주가 나의 행복을 망치려”(묵상」) 드는 어둠의 세계에서 살아 있는 자체가 고통일 수 있다. 그러나 “모든 피조물은 견디기 위해 존재하는 것”, 그러니 “그게 무엇이든 무엇도 아니든” “계속 가보는 것 외엔 다른 방도가 없”(「구르는 돌」)다. 그리하여 시인은 “더럽혀진 바닥을 사랑하는 것으로부터”(「열과(裂果)」) 다시 시작하고, 실패와 절망 끝에 남겨진 “나머지의 나머지로서의 나”(「스페어」)를 사랑하며 ‘지금-여기’에서의 삶을 살아가려 한다.시인은 그토록 오랜 세월 “많은 말들이 떠올랐다 가라앉는 동안 세상은 조금도 변하지 않은 것 같다”(시인의 말)고 말한다. 그러나 “미로는 헤맬 줄 아는 마음에게만 열리는 시간”(「추리극」)임을 알기에 저 너머 “다른 세계로 향하는 계단”(「스페어」)이 있으리라는 믿음을 버리지 않는다. 그리하여 절망과 슬픔 속에 묻히기에는 “너무 커다란 우리의/영혼을 조망하기 위해”서 “뒤로 더 뒤로” “멀리 더 멀리 가보기로”(「자이언트」) 한다. 시인은 “나는 평생 이런 노래밖에는 부르지 못할 것”이라 자탄하지만 조금도 슬퍼하지 않는다. 슬퍼하다니. “물거품처럼 사라질”(「나는 평생 이런 노래밖에는 부르지 못할 거야」) 이야기일지라도 절망 뒤에 오는 더 큰 절망을 기꺼이 껴안으며 “최선을 다해 산 척을 하는”(「업힌」) 마음으로 삶을 견디어가는 시인의 노래는 오히려 삶의 “고요한 맹렬”(양경언, 해설)이자 희망일 것이다."
지금 알고 있는 걸 그때도 알았더라면,류시화,"국내도서
 > 
시/에세이
 > 
한국시
 > 
현대시",9.78897E+12,"지역과 시대를 뛰어넘은 고백록과 기도문을 엮은 잠언시집!
시인 류시화가 엮은 잠언시집 『지금 알고 있는 걸 그때도 알았더라면』．인디언에서 수녀, 유대의 랍비, 회교의 신비주의 시인, 걸인, 에이즈 감염자, 가수 등 지역과 시대를 뛰어넘은 다양한 무명씨들의 고백록이나 기도문들을 모아 엮은 책이다. ‘행복해진다는 것’, ‘어느 17세기 수녀의 기도’, ‘만일’, ‘두 사람’, ‘잠시 후면’, ‘젊은 수도자에게’, ‘그런 길은 없다’ 등 지금과는 다른 새로운 삶을 원하는 사람, 새로운 존재를 영위하고 싶은 모든 사람들에게 자신의 삶의 방식에 대한 냉정한 관찰법과 웃음과 감동을 전해준다."
너무 잘하려고 애쓰지 마라,나태주,"국내도서
 > 
시/에세이
 > 
한국시
 > 
현대시",9.79117E+12,"“그래도, 그래도 말입니다.두 손에 아직도 시가 쥐어져 있으니 이 얼마나 다행한 일인지요!”힘든 시간을 지나 다시 반짝이는 오늘 앞에 선 우리에게나태주 시인이 전하는 위로와 응원의 인사
작고 사소해 보이는 주변의 모든 존재를 애정 가득한 눈으로 시에 담아온 풀꽃 시인 나태주의 신작시집 『너무 잘하려고 애쓰지 마라』가 출간되었다. 힘든 시간을 지나 다시 반짝이는 오늘 앞에 선 우리에게 위로와 응원의 인사를 건네는 신작시 176편은 2020년 2월부터 2022년 2월까지 하루에 한 편, 또는 일주일에 한 편씩 눈앞에서 독자들을 만나는 마음으로 꾹꾹 눌러쓴 시들이다. 난데없이 닥쳐온 코로나19로 인해 “너나없이 고달픈” 시간을 보내는 때, “하루하루 피차의 안식과 평화, 자그만 행복을” 빌며 미처 전하지 못한 마음들을 담아 매일 써 내려간 시들이다. “소망의 끈을 놓지 않”고 내일을 기다릴 수 있기를, 분명하게 빛나는 희망들이 이 시집에 고스란히 담겨 있다.“참 멀리까지” 온 인생, “사막 같은 인생길 앞에서 막막하던 날들”을 지나고 시인은 “어린 날, 다시 젊은 날”의 아픔을 돌아본다. “가난하고, 춥고, 그립고, 안타깝고, 따분하”던 “되돌아가고 싶지 않은 길”. “이제는 적막한 마음”으로, 지금 그 길 위에 서 있는 이들의 오늘을 격려하고자 한다. “지상에서의 힘들지만 아름답고 서러운” 날들 모두 “여전히 반짝이는 날이고 숨 가쁘도록 벅찬 날”이라고, 부디 “내일을 또 믿고 기대”하며 “우리 웃는 얼굴로 만나”자고, 시인은 명랑한 목소리로 이야기한다.시집은 총 4부로 구성되었다. 1부 ‘그래도 괜찮아’는 오늘에 대한 감사와 내일에 대한 기대를, 2부 ‘너무 애쓰지 마라’는 인생이라는 고달픈 여행길에서 힘이 되어주는 ‘너’라는 존재들을, 3부 ‘지금도 좋아’는 이어령 선생, 동명 스님, 계룡산의 도예가 부부 등 시인이 삶에서 마주쳐온 이들에게 느꼈던 존중과 경의를, 4부 ‘천천히 가자’는 일상의 성찰과 따뜻한 세상을 위한 사랑의 실천을 이야기한다. 세계적인 중국 일러스트레이터 ‘오아물 루(Oamul lu)’가 표지 그림을 그렸다."
여름 외투,김은지,"국내도서
 > 
시/에세이
 > 
한국시
 > 
현대시",9.78895E+12,"“어떤 문장은마치 유일한 열쇠처럼비로소 어떤 상태를 이해한 느낌을 준다”낯익은 일상 속 숨은 빛을 찾아내는 섬세한 감각,추운 이들의 어깨를 감싸주는 따뜻한 속삭임
작은 목소리를 지닌 존재들의 말에 귀를 기울이고 평범한 단어들에서 반짝이는 의미를 포착해내는 김은지 시인의 세번째 시집 『여름 외투』가 문학동네시인선 193번으로 출간되었다. 2016년 『실천문학』 신인상을 수상하며 작품활동을 시작한 김은지는 첫 시집 『책방에서 빗소리를 들었다』(디자인이음, 2019)와 두번째 시집 『고구마와 고마워는 두 글자나 같네』(걷는사람, 2019)를 통해 “시의 공간을 강요하는 것이 아니라, 시 속의 공간으로 함께 걸어가기 위한 곁을 생각하고 있”(시인 육호수)는 시인이며, “김은지의 세계에서는 “모두가 시를 좋아”한다. 그게 시를 쓰는 사람에게 얼마나 위안을 주는지 모른다”(시인 서효인)는 동료들의 애정어린 평을 받은 바 있다. 『고구마와 고마워는 두 글자나 같네』 이후 4년 만에 펴내는 이번 시집은 자칫 심상하게 넘길 수 있는 일상의 사물과 순간들을 주의깊게 들여다보며 앞으로 어떤 시를 지향해나갈 것인지에 대한 작가론적 대답이 담긴 시집이다.김은지가 사용하는 시어들은 우리의 일상에서 쉽게 접할 수 있는 익숙한 단어들이다. 하지만 “바람에 꿀이 든 것 같은 날씨”(「여름 외투」)를 만끽하고 “자전거를 타고 싶다면/ 자전거를 타면 되는/ 세계에 대해”(「어제 새를 봤어」) 감사한 마음을 가지며 일상에서 즐거움과 아름다움을 찾아낼 줄 아는 김은지의 문장을 통과하면 그 단어들에서는 은은한 빛이 새어나온다. 유튜브나 인스타그램 등을 통해 화려하게 꾸며진 일상을 자주 마주하는 우리에게 김은지의 시에서 그려지는 평범한 일상은 오히려 새롭게 느껴진다. 반복되는 일상을 무료하거나 시시한 것으로 생각하지 않고 일상을 사랑하는 김은지의 시를 읽고 있으면 우리는 “나에게도/ 똑같은 일이 있었어요”(「밥을 먹는다」)라고 중얼거리는 동시에 “마치 유일한 열쇠처럼/ 비로소 어떤 상태를 이해한 느낌”(「가게 보기」)을 받게 된다.이렇듯 김은지가 일상의 틈새에서 시를 길어올리고 작은 단어들에서도 시를 발견해낼 수 있는 이유는 바로 시인이 매순간 시를 생각하기 때문일 것이다. 김치볶음밥을 먹다가도, 일을 하다가도, 시인은 “밤이 깊어 날짜”가 바뀌면 시인은 “읽고 싶던 시집의 비닐을 뜯어/ 제목에 끌린 시를 몇 편 읽다가/ 아, 맞다 나/ 시 써야 해”(「아, 맞다 나 시 써야 해」)라고 생각한다. 또한 시인은 사람과 친해지는 일에 대해 생각하다가도 “누가 누구와 친해지느냐에 따라서/ 그 사람의 시가 달라진다면// 아무래도 조금은/ 달라지겠지 그렇다면/ 누구랑 친해지지”(「슬픔과 기쁨의 개 인사」)같이 시에 대한 고민으로 생각을 이어나간다. 이처럼 김은지에게 시를 쓰거나 시에 대해 생각하는 시간은 일상 그 자체인지도 모른다."
바다는 잘 있습니다,이병률,"국내도서
 > 
시/에세이
 > 
한국시
 > 
현대시",9.78893E+12,"사람이 되어 사람답게 살기 위해 낙담의 자리에서 은은하고도 든든한 모습으로 선 한 사람의 혼잣말
《바람이 분다 당신이 좋다》, 《내 옆에 있는 사람》 등의 산문집을 발표하며 여행 작가로도 활동하고 있는 시인 이병률의 다섯 번째 시집 『바다는 잘 있습니다』. 온전히 혼자가 되는 일에 골몰하며 자신을 확인하고 동시에 타인을 발견해가는 뜨겁고도 명확한 인식의 순간들로 주목받았던 시집 《눈사람 여관》 이후 쓰고 발표한 60편의 시를 엮었다. 설명할 수 없는 생의 절박함과 바닥없는 슬픔을 응시하는 깊고 저린 시편들로 우리 마음의 경계를 흔들어온 저자는 이번 시집에서 감각과 감정의 날을 최대치로 벼려낸 언어들로 믿음에서 비롯한 사람의 자리를 묻고 또 묻는 일, 어쩌면 사랑과 가까워지는 일에 힘을 기울인다. 저자는 온전한 혼자가 되어 자주 감각이 없어질 때까지 때로는 불안을 잔뜩 껴안은 채로, 바깥을 걷고 들여다보는 일에 골몰한다. 그렇게 혼자가 된 저자가 끝내 그만두지 못한 마음속 혼잣말들은 담장을 쌓아올리듯 겹침과 포개짐을 반복하며 질문을 낳았고, 더는 혼자가 아닌 말이 되어 끝내 시로 완성되었다.
시집의 제목 ‘바다는 잘 있습니다’는 이번 시집에 수록된 시 《이별의 원심력》에 등장하는 문장이다. 깊은 밤 집으로 가는 골목길에 마주한 한 사내에서 대못이 놓인 창틀, 오지 않을 사람을 기다리는 터미널, 거미줄 쳐진 도서관 사물함, 다시 잠들지 못하고 뒤척이는 새벽과 마주한 책상에 놓인 백지 위까지 온전히 혼자인 채로 삶의 자리, 곧 사람의 자리를 이어가며 통과하고, 바깥의 사람과 감정이 머물렀던 자리에 정지 화면처럼 오래 붙박여 마음을 잇대어보는 저자가 우리에게 들려주는 안부와도 같은 이야기가 공감과 위로가 되어준다."
하얀 벗,신숙희,"국내도서
 > 
시/에세이
 > 
한국시
 > 
현대시",9.79116E+12,"생에 대한 소박한 순정부터 서늘한 깊이까지
신숙희의 첫 번째 시집 『하얀 벗』이 출간되었다. 저자는 평생 손에서 놓지 않았던 일기장을 '하얀 벗'으로 이름 지어 꾸준히 시작을 해오다 그간에 고이 간직해온 문학적 순정을 세상에 펼쳐놓았다. 『하얀 벗』에는 저자의 굴곡진 삶과 그 성찰을 오롯이 비추는 시가 담겨 있다. 저자는 하얀 벗을 가리켜 '인내와 다짐으로 저를 이끈' 존재이자 '저를 다시 살아나게 하고 또 자라나게 한 진실한 충고자'라고 표현한다. 저자의 고백처럼 하얀 벗에서 만나는 시들은 생의 동아줄 같은 생명력을 갖고 있다.이번 시집에는 총 네 가지 주제(향수, 가족, 의욕, 신앙)의 시가 들어 있다. 주제마다 한 인간의 삶과 길에서 만나는 회한과 기쁨이 두루 표현되어 있는데, 시인 특유의 사색적 향기와 온기를 그대로 느낄 수 있다.시에는 젊은 엄마에서 중년의 여인을 거쳐 지긋하게 나이 들어 다시금 소녀가 되어가는 인간의 여정이 있는가 하면, 삶의 무게와 고뇌를 안은 한 사람이 신앙에서 빛을 발견해가는 과정도 들어 있다. 인생길을 바라보는 작가의 시선은 생에 대한 소박한 순정부터 서늘한 깊이의 통찰까지 아우른다. 삶에 위로와 희망을 찾고 있는 이들에게 『하얀 벗』은 살아온 시간을 돌아보고 음미하는 깊이의 시간을 마련해 줄 것이다. ""지나온 세월은 / 경험의 산이 되어 / 인간을 오르게 하고 / 높아지는 자리마다 / 우리는 허무를 쉽게 내뱉지만 / 이제 / 막바지 고개를 앞둔 시점에서 / 은하수처럼 보일 듯 말 듯한 / 긍정의 마음을 되찾아 / 답답한 현실에서의 해방을 / 꿈꿔본다.""- 「저자의 말」 중에서"
그러나 꽃보다도 적게 산 나여,나희덕,"국내도서
 > 
시/에세이
 > 
한국시
 > 
현대시",9.79119E+12,"“꽃인 줄도 모르고 잎인 줄도 모르고피어 있던 시간이 내게도 있었다”
나희덕의 시선집. 곁에 ‘젊은 날의 시’라는 부제가 붙었다. 등단 35주년에 펴낸 ‘연둣빛 시절’의 시 모음으로, 초기 시집 여섯 권에서 시인이 직접 고른 시들을 한데 묶었다. 나희덕은 산문에서 밝힌 적 있다. ‘어두운 허공에 드러난 뿌리처럼 갈증과 불안에 허덕이던 그 나날들이 시인으로서는 가장 파닥거리며 살아 있었던 시기’라고. 방황과 해찰의 시간, 상처받고 혼란스러운 현실, 모든 것이 낯설고 혼자라는 상념에 빠져 있던 날들, 미뤄둔 질문들과 맞닥뜨린 경험이, ‘꽃인 줄도 모르고 잎인 줄도 모르고 피어 있던 시간’이 투명하고 깊은 50편의 시 속에 오롯이 담겼다.  발문을 쓴 안희연 시인의 말처럼 나희덕의 시는 ‘잠 못 이루는 고통과 혼돈의 날들 속에서도 또박또박 사랑을 말’하며, ‘죽음의 악력에 끌려가지 않고 기어코 삶 쪽으로 무게중심을 이동해내는 시’다. 시 읽기의 즐거움을 처음 느끼기 좋은 무해한 영혼들에게, 스무 살에 읽었던 시집을 마흔에 다시 펼칠 이들에게, 연둣빛 청춘의 시기를 통과하는 이들에게 이 시선집은 오랜 친구처럼 곁에 자리할 것이다."
사랑인 줄 알았는데 부정맥,전국유로실버타운협회,"국내도서
 > 
시/에세이
 > 
해외시
 > 
일본시",9.79119E+12,"연상이내 취향인데이제 없어 (야마다 요우, 92세/ 지역 상점가에서 열린 센류 대상 작품)? 시리즈 누계 90만 부 돌파!? 일본 전역을 웃음바다로 만든, 가장 잘 팔리는 실버 센류!
‘센류’는 일본의 정형시 중 하나로 5-7-5의 총 17개 음으로 된 짧은 시를 말한다. 이 책에서 소개하는 어르신(노인)들의 일상과 고충을 유쾌하게 담아낸 ‘실버 센류’는 전국유료실버타운협회의 주최로 2001년부터 매해 열리는 센류 공모전의 이름이기도 하다. 무려 11만 수가 넘는 센류 응모작 중에 선정된 걸작선 여든여덟 수를 추려 담았다.나이를 먹는 것은 누구나 가는 길을 걷는 일이다. 기쁜 일로만 가득한 건 아닌 오르막과 내리막이 있고, 울퉁불퉁한 길이지만 '내려갈 때 보았네. 올라갈 때 보지 못한 그 꽃'이란 시의 구절처럼 나이를 먹었기에 보이는 풍경도 분명 있다. 『사랑인 줄 알았는데 부정맥』은 초고령 사회의 축소판이자 메시지집이다. 독자들이 이 작품을 통해 이른바 실버 세대인 어르신과의 생활을 더욱 친근하게 느낄 수 있기를 바란다."
마음챙김의 시,류시화,"국내도서
 > 
시/에세이
 > 
해외시
 > 
기타나라/여러나라시",9.79119E+12,"“날개를 주웠다, 내 날개였다.”
시를 읽는 것은 자기 자신으로 돌아오는 것이고, 세상을 경이롭게 여기는 것이며, 여러 색의 감정을 경험하는 것이다. 살아온 날들이 살아갈 날들에게 묻는다. ‘마음챙김의 삶을 살고 있는가, 마음놓침의 시간을 보내고 있는가?’ 사회적 거리두기와 삶에 대한 성찰이 어느 때보다 필요한 지금, 손 대신 시를 건네는 것은 어떤가. 멕시코의 복화술사, 영국 선원의 선원장, 기원전 1세기의 랍비와 수피의 시인뿐 아니라 파블로 네루다와 비스와바 쉼보르스카 같은 노벨 문학상 수상 시인, 페이스북과 인스타그램의 신세대 시인들, 그리고 라다크 사원 벽에 시를 적은 무명씨. 고대와 중세와 현대의 시인들이 나와 타인에 대한 운율 깃든 성찰로 독자를 초대한다. 아름다운 시들을 모았다고 해서 좋은 시집이 되지는 않는다. 진실한 깨달음이 시의 문을 여는 순간이 있다. 백만 독자의 찬사와 인기를 얻은 잠언 시집 『지금 알고 있는 걸 그때도 알았더라면』과 치유 시집 『사랑하라 한번도 상처받지 않은 것처럼』에 이어 15년 만에 류시화 시인이 소개하는 마음챙김의 시들. 삶의 무늬를 담은 한 편 한 편의 시가 가슴에 파문을 일으킨다.
☞ 선정 및 수상내역- 2020 노벨 문학상 수상작가 루이스 글릭의 시 〈눈풀꽃Snowdrops〉 수록"
우리가 길이라 부르는 망설임,프란츠 카프카,"국내도서
 > 
시/에세이
 > 
해외시
 > 
독일시",9.78894E+12,"프란츠 카프카 사후 100주년 기념 국내 최초 시전집!
“나와 관계가 없거나 나를 놀라게 하지 않을 구절은, 단 한 줄도 없다.” -라이너 마리아 릴케프란츠 카프카(1883~1924년) 사후 100주년을 맞아 시 116편과 드로잉 60개를 수록한 카프카 드로잉 시전집 『우리가 길이라 부르는 망설임』이 민음사 세계시인선 58번으로 출간되었다. ‘한독문학번역상’을 수상하고 ‘한국카프카학회’ 회장을 역임한 편영수 명예교수의 번역으로 소개되는 국내 최초 카프카 시전집이다. 1부는 고독, 2부는 불안, 불행, 슬픔, 고통, 공포, 3부는 덧없음, 4부는 저항, 그리고 5부는 자유와 행복의 모티프를 중심으로 묶었다.진실의 길은공중 높이 매달려 있는 밧줄이 아니라,땅바닥 바로 위에 낮게 매달린밧줄 위에 있다.그것은 걸어가게 하기보다는,오히려 걸려 넘어지게 하는 것처럼 보인다-프란츠 카프카, 『우리가 길이라 부르는 망설임』, 92번에서카프카는 괴테, 프리드리히 횔덜린, 월트 휘트먼을 좋아했다. 편영수 교수는 카프카가 “의도적으로 산문과 시를 서로 연결시키고 서로 침투시켰다.”고 말한다. 카프카는 “「선고」는 소설이라기보다는 시입니다, 따라서 「선고」가 효과를 거두려면 그 둘레에 여백이 필요합니다.”라고 말하기도 했다. 카프카는 시와 산문을 구분하지 않고자 했다. 그는 동일한 텍스트를 산문으로도 쓰고 행과 연으로 구분해서 시로도 쓰곤 했다. 예를 들면 “내 인생을 나는 보냈다, 삶을 파괴하는 것을 자제하는 것으로.”라는 문장을 다음과 같이 시로 썼다. 그래서 카프카의 시는 산문시로도 읽힐 수 있다. 내 인생을 나는 보냈다, 삶을 파괴하는 것을 자제하는 것으로. -프란츠 카프카, 『우리가 길이라 부르는 망설임』, 79번에서그럼에도 불구하고 카프카가 시 형식을 사용한 건 “시가 아주 적은 단어들로 하나의 세계를 감정으로 파악할 수 있는 예술이기” 때문이다. 막스 브로트는 카프카 작품들에 들어 있는 시적 요소들에 경탄을 금하지 못했다. 독자는 이 시전집을 통해 카프카의 시적 재능과 시인 카프카를 확인할 수 있을 것이다.목표는 있으나,길은 없다.우리가 길이라고 부르는 것은,망설임이다.-프란츠 카프카, 『우리가 길이라 부르는 망설임』, 43번에서"
긴 호흡,메리 올리버,"국내도서
 > 
시/에세이
 > 
해외시
 > 
영미시",9.78896E+12,"잡초 우거진 모래언덕으로 돌아간 시인의 전언“삶은 나이아가라이거나 아무것도 아니다”
2009년 9·11테러 희생자 추모식에서 당시 부통령 조 바이든이 낭송하며 전 세계인의 마음에 각인된 시 「기러기」와 퓰리처상 수상 시인으로 알려진 메리 올리버. 국내에서는 두 권의 산문집 『완벽한 날들』(2013)과 『휘파람 부는 사람』(2015)으로 독자들의 시적 허기를 단숨에 채워줬다. 평생을 자연의 한 조각으로 살아온 시인은 올해 초, 자신의 말처럼 “야생의 잡초 우거진 모래언덕”으로 돌아갔다. 건강이 악화된 뒤 그토록 사랑해 마지않던 삶과 글쓰기의 거점 프로빈스타운을 떠나 플로리다로 이주한 지 4년 만의 일이었다. 시대가 사랑한 시인의 죽음에 힐러리 클린턴, 오프라 윈프리, 록산 게이 등 분야를 막론한 각계각층의 저명인사도 입을 모아 애도했다.마음산책에서 세 번째로 출간하는 산문집 『긴 호흡』은 앞서 출간된 두 권의 책보다 시기적으로 먼저 쓰인 글들이다. 흘러가는 계절 속 요동치는 자연의 변화를 빈틈없이 포착하고, 예술가적 자아를 유지하며 창작하는 방법을 고민하고, 어린 시절 자신을 문학소녀로 만든 “삶의 동반자들”에 대해 회고하며, ‘긴 호흡’으로 미국 현대시에 관한 이야기와 자신의 시론(詩論)을 펼쳐 보인다. 메리 올리버의 생애를 관통하는 자연과 삶, 문학에 관한 섬세한 관찰과 거침없는 통찰은 견고한 문장들을 통해 더욱 생생히 드러난다.인간 또한 자연계의 일원이라는 인식은 “삶은 나이아가라이거나 아무것도 아니다. 나는 풀잎 한 줄기의 지배자도 되지 않을 것이며 그 자매가 될 것이다”라는 압축적인 문장에서 가장 명료하게 나타난다. 미국 최고의 시인이라는 찬사를 받아온 메리 올리버의 빈자리가 여전히 크다. 아직 그를 대신해 영혼을 채워줄 반짝이는 글들을 찾지 못한 독자에게 이 책은 무엇보다 따뜻하고 풍성한 울림으로 다가올 것이다.책에는 편향과 열정이, 그리고 저자의 결함이 담긴다. 이 책은 편향되고 독단적이기도 하지만, 즐겁기도 하고, 아마 절망도 있을 것이다. 절망 없이 60년을 수월하게 나아가는 삶이 있을까? 하지만 독자들은 낙담의 실개천보다는 기쁨을 더 확실히, 더 빈번히 발견하게 될 것이다. 야생의 세계에 대한 사랑, 문학에 대한 사랑, 타인과의 사랑이라는 지속적인 열정들의 영향을 받은 지금까지의 내 삶이 그러했으니까.─8쪽 「서문」에서"
